Fuente;Código de Departamento;Mes;Hora del hecho;Diurno/Nocturno;Sexo;Edad;Edad agrupada;Clase de Víctima;Vehículo Víctima (excluir peatón);Tipo de usuario;Modo de Producción del Hecho;Fecha del hecho;Tipo de Lugar
Ministerio de Seguridad;602;Febrero;13:20;Diurno;Varón;60;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-02-12 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;490;Febrero;20:00;Nocturno;Varón;37;35 - 44;Acompañante;Motocicleta;Motocicleta;Vuelco / despiste;2018-02-14 00:00:00.000;Calle
Ministerio de Seguridad;056;Febrero;17:35;Diurno;Varón;84;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-02-15 00:00:00.000;Calle
Ministerio de Seguridad;784;Febrero;20:20;Nocturno;Varón;66;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-16 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;021;Febrero;12:45;Diurno;Varón;72;65 - 74;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-17 00:00:00.000;Calle
Ministerio de Seguridad;497;Febrero;00:00;Nocturno;Mujer;60;55 - 64;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;658;Febrero;08:55;Diurno;Varón;50;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-22 00:00:00.000;Calle
Ministerio de Seguridad;819;Febrero;04:30;Nocturno;Varón;45;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-02-24 00:00:00.000;Calle
Ministerio de Seguridad;875;Febrero;06:35;Nocturno;Varón;19;15 - 24;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-02-24 00:00:00.000;Calle
Ministerio de Seguridad;515;Febrero;23:00;Nocturno;Varón;47;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-02-25 00:00:00.000;Calle
Ministerio de Seguridad;574;Marzo;10:57;Diurno;Varón;44;35 - 44;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-03-01 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;560;Marzo;22:15;Nocturno;Varón;77;75 y más;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-01 00:00:00.000;Calle
Ministerio de Seguridad;028;Marzo;23:45;Nocturno;Mujer;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-01 00:00:00.000;Calle
Ministerio de Seguridad;126;Marzo;19:25;Nocturno;Varón;16;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-02 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;252;Marzo;21:00;Nocturno;Varón;33;25 - 34;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-02 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;756;Marzo;22:35;Nocturno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-02 00:00:00.000;Calle
Ministerio de Seguridad;035;Marzo;04:00;Nocturno;Varón;59;55 - 64;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-02 00:00:00.000;Calle
Ministerio de Seguridad;385;Marzo;07:30;Diurno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-03 00:00:00.000;Calle
Ministerio de Seguridad;385;Marzo;07:30;Diurno;Varón;17;15 - 24;Acompañante;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-03 00:00:00.000;Calle
Ministerio de Seguridad;581;Marzo;12:00;Diurno;Varón;72;65 - 74;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-03-03 00:00:00.000;Calle
Ministerio de Seguridad;408;Marzo;23:05;Nocturno;Varón;63;55 - 64;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-03 00:00:00.000;Calle
Ministerio de Seguridad;028;Marzo;09:30;Diurno;Varón;71;65 - 74;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-03-03 00:00:00.000;Calle
Ministerio de Seguridad;658;Marzo;21:30;Nocturno;Mujer;-1;Sin determinar;Sin determinar;Automóvil;Automóvil;Sin determinar;2018-03-03 00:00:00.000;Calle
Ministerio de Seguridad;274;Marzo;09:55;Diurno;Varón;45;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-03 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;609;Marzo;23:00;Nocturno;Varón;54;45 - 54;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-03-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;609;Marzo;23:05;Nocturno;Varón;61;55 - 64;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-03-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;560;Marzo;01:00;Nocturno;Varón;39;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-04 00:00:00.000;Calle
Ministerio de Seguridad;427;Marzo;10:45;Diurno;Varón;47;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-05 00:00:00.000;Calle
Ministerio de Seguridad;427;Marzo;16:00;Diurno;Varón;30;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-03-05 00:00:00.000;Calle
Ministerio de Seguridad;434;Marzo;07:45;Diurno;Varón;66;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-05 00:00:00.000;Calle
Ministerio de Seguridad;515;Marzo;06:10;Nocturno;Varón;38;35 - 44;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-08 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;277;Marzo;22:00;Nocturno;Varón;6;5 - 14;Conductor;Otro;Otro;Colisión vehículo / vehículo;2018-03-09 00:00:00.000;Calle
Ministerio de Seguridad;638;Marzo;06:10;Nocturno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-09 00:00:00.000;Calle
Ministerio de Seguridad;427;Marzo;03:00;Nocturno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-09 00:00:00.000;Calle
Ministerio de Seguridad;035;Marzo;23:30;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-09 00:00:00.000;Calle
Ministerio de Seguridad;175;Marzo;03:20;Nocturno;Varón;58;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-10 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;532;Marzo;23:30;Nocturno;Varón;62;55 - 64;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-03-10 00:00:00.000;Calle
Ministerio de Seguridad;609;Marzo;00:56;Nocturno;Varón;14;5 - 14;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-03-10 00:00:00.000;Calle
Ministerio de Seguridad;588;Marzo;06:50;Nocturno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-10 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;455;Marzo;07:00;Nocturno;Varón;67;65 - 74;Conductor;Automóvil;Automóvil;Sin determinar;2018-03-10 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;056;Marzo;03:30;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-10 00:00:00.000;Calle
Ministerio de Seguridad;441;Marzo;05:15;Nocturno;Varón;25;25 - 34;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-10 00:00:00.000;Calle
Ministerio de Seguridad;560;Marzo;10:00;Diurno;Mujer;28;25 - 34;Acompañante;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-03-11 00:00:00.000;Calle
Ministerio de Seguridad;217;Marzo;17:40;Diurno;Varón;48;45 - 54;Acompañante;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-12 00:00:00.000;Calle
Ministerio de Seguridad;357;Marzo;00:10;Nocturno;Varón;46;45 - 54;Conductor;Motocicleta;Motocicleta;Otro modo;2018-03-12 00:00:00.000;Calle
Ministerio de Seguridad;805;Marzo;00:00;Nocturno;Mujer;72;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-12 00:00:00.000;Calle
Ministerio de Seguridad;119;Marzo;18:15;Diurno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-13 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;840;Marzo;09:10;Diurno;Varón;85;75 y más;Sin determinar;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-03-13 00:00:00.000;Calle
Ministerio de Seguridad;413;Marzo;10:30;Diurno;Varón;70;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-03-14 00:00:00.000;Calle
Ministerio de Seguridad;588;Marzo;02:40;Nocturno;Varón;47;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-03-14 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;588;Marzo;02:40;Nocturno;Mujer;45;45 - 54;Acompañante;Automóvil;Automóvil;Colisión vehículo / objeto;2018-03-14 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;560;Marzo;11:00;Diurno;Varón;29;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-14 00:00:00.000;Calle
Ministerio de Seguridad;623;Marzo;18:20;Diurno;Varón;58;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-03-15 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;077;Marzo;04:40;Nocturno;Varón;37;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-16 00:00:00.000;Calle
Ministerio de Seguridad;644;Marzo;19:00;Diurno;Varón;-1;Sin determinar;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-03-16 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;568;Marzo;23:26;Nocturno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-16 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;539;Marzo;05:30;Nocturno;Varón;27;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-03-16 00:00:00.000;Calle
Ministerio de Seguridad;420;Marzo;07:30;Diurno;Varón;30;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-17 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;056;Marzo;01:00;Nocturno;Varón;33;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-17 00:00:00.000;Calle
Ministerio de Seguridad;427;Marzo;04:35;Nocturno;Mujer;72;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-17 00:00:00.000;Calle
Ministerio de Seguridad;539;Marzo;04:22;Nocturno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-17 00:00:00.000;Calle
Ministerio de Seguridad;490;Marzo;21:00;Nocturno;Mujer;80;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-17 00:00:00.000;Calle
Ministerio de Seguridad;224;Marzo;02:00;Nocturno;Varón;16;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-18 00:00:00.000;Calle
Ministerio de Seguridad;497;Marzo;02:00;Nocturno;Varón;30;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-18 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;609;Marzo;07:15;Diurno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-18 00:00:00.000;Calle
Ministerio de Seguridad;861;Marzo;00:00;Nocturno;Varón;25;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-18 00:00:00.000;Calle
Ministerio de Seguridad;260;Marzo;04:40;Nocturno;Varón;45;45 - 54;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-18 00:00:00.000;Calle
Ministerio de Seguridad;049;Marzo;05:30;Nocturno;Varón;21;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;441;Marzo;00:30;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-19 00:00:00.000;Calle
Ministerio de Seguridad;441;Marzo;05:30;Nocturno;Mujer;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-19 00:00:00.000;Calle
Ministerio de Seguridad;588;Marzo;14:00;Diurno;Varón;48;45 - 54;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-03-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;028;Marzo;11:00;Diurno;Mujer;40;35 - 44;Sin determinar;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-03-20 00:00:00.000;Calle
Ministerio de Seguridad;798;Marzo;05:00;Nocturno;Varón;72;65 - 74;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-03-21 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;728;Marzo;07:27;Diurno;Varón;15;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-03-22 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;861;Marzo;00:00;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-22 00:00:00.000;Calle
Ministerio de Seguridad;252;Marzo;02:00;Nocturno;Varón;39;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-23 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;455;Marzo;10:00;Diurno;Varón;31;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-23 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;274;Marzo;00:30;Nocturno;Varón;22;15 - 24;Conductor;Sin determinar;Sin determinar;Sin determinar;2018-03-23 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;861;Marzo;04:00;Nocturno;Mujer;21;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-24 00:00:00.000;Calle
Ministerio de Seguridad;707;Marzo;07:20;Diurno;Varón;37;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-03-25 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;602;Marzo;20:25;Nocturno;Varón;18;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-25 00:00:00.000;Sin determinar
Ministerio de Seguridad;749;Marzo;00:00;Nocturno;Varón;43;35 - 44;Sin determinar;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-03-25 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;028;Marzo;18:45;Diurno;Varón;72;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-25 00:00:00.000;Calle
Ministerio de Seguridad;840;Marzo;15:20;Diurno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-26 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;091;Marzo;12:00;Diurno;Mujer;71;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-26 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;364;Marzo;11:00;Diurno;Varón;49;45 - 54;Conductor;Camión;Camión;Colisión vehículo / vehículo;2018-03-28 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;028;Marzo;10:10;Diurno;Mujer;31;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-28 00:00:00.000;Calle
Ministerio de Seguridad;560;Marzo;23:00;Nocturno;Varón;38;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-03-29 00:00:00.000;Calle
Ministerio de Seguridad;270;Marzo;22:00;Nocturno;Varón;36;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-29 00:00:00.000;Calle
Ministerio de Seguridad;497;Marzo;18:00;Diurno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-30 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;638;Marzo;Sin determinar;Sin determinar;Varón;16;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-30 00:00:00.000;Calle
Ministerio de Seguridad;408;Marzo;17:00;Diurno;Varón;24;15 - 24;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-03-30 00:00:00.000;Calle
Ministerio de Seguridad;462;Marzo;03:30;Nocturno;Varón;17;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-03-31 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;462;Marzo;03:30;Nocturno;Varón;38;35 - 44;Acompañante;Automóvil;Automóvil;Colisión vehículo / objeto;2018-03-31 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Marzo;15:45;Diurno;Varón;68;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-31 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Marzo;15:45;Diurno;Mujer;68;65 - 74;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-31 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;658;Marzo;06:00;Nocturno;Mujer;63;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-03-31 00:00:00.000;Calle
Ministerio de Seguridad;483;Abril;04:50;Nocturno;Mujer;36;35 - 44;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-04-01 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;595;Abril;21:00;Nocturno;Varón;55;55 - 64;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-04-01 00:00:00.000;Calle
Ministerio de Seguridad;700;Abril;09:45;Diurno;Varón;25;25 - 34;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-04-01 00:00:00.000;Calle
Ministerio de Seguridad;700;Abril;09:45;Diurno;Varón;28;25 - 34;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-04-01 00:00:00.000;Calle
Ministerio de Seguridad;840;Abril;12:00;Diurno;Varón;64;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-04-01 00:00:00.000;Calle
Ministerio de Seguridad;840;Abril;00:30;Nocturno;Varón;23;15 - 24;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-04-01 00:00:00.000;Calle
Ministerio de Seguridad;539;Abril;03:30;Nocturno;Varón;25;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-01 00:00:00.000;Calle
Ministerio de Seguridad;462;Abril;04:00;Nocturno;Varón;20;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / objeto;2018-04-01 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;462;Abril;04:00;Nocturno;Varón;38;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-04-01 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;525;Abril;01:00;Nocturno;Varón;16;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-02 00:00:00.000;Calle
Ministerio de Seguridad;819;Abril;06:07;Nocturno;Mujer;24;15 - 24;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-04-02 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;476;Abril;06:40;Nocturno;Varón;27;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-04-03 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;203;Abril;14:00;Diurno;Mujer;80;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-04-04 00:00:00.000;Calle
Ministerio de Seguridad;315;Abril;15:55;Diurno;Varón;75;75 y más;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-04-05 00:00:00.000;Calle
Ministerio de Seguridad;056;Abril;09:50;Diurno;Varón;66;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-04-05 00:00:00.000;Calle
Ministerio de Seguridad;217;Abril;05:00;Nocturno;Varón;30;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / objeto;2018-04-06 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;638;Abril;23:55;Nocturno;Varón;49;45 - 54;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-04-07 00:00:00.000;Calle
Ministerio de Seguridad;638;Abril;11:45;Diurno;Varón;65;65 - 74;Conductor;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-04-07 00:00:00.000;Calle
Ministerio de Seguridad;408;Abril;04:10;Nocturno;Varón;20;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-07 00:00:00.000;Calle
Ministerio de Seguridad;408;Abril;04:10;Nocturno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-07 00:00:00.000;Calle
Ministerio de Seguridad;070;Abril;01:00;Nocturno;Mujer;21;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-04-07 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;427;Abril;08:37;Diurno;Varón;21;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-04-08 00:00:00.000;Calle
Ministerio de Seguridad;260;Abril;07:30;Diurno;Mujer;30;25 - 34;Conductor;Motocicleta;Motocicleta;Sin determinar;2018-04-08 00:00:00.000;Calle
Ministerio de Seguridad;791;Abril;01:00;Nocturno;Mujer;11;5 - 14;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-04-08 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;665;Abril;04:50;Nocturno;Varón;41;35 - 44;Conductor;Camión;Camión;Vuelco / despiste;2018-04-08 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Abril;22:20;Nocturno;Varón;79;75 y más;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-04-09 00:00:00.000;Calle
Ministerio de Seguridad;581;Abril;20:30;Nocturno;Varón;37;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-04-09 00:00:00.000;Calle
Ministerio de Seguridad;028;Abril;21:30;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-09 00:00:00.000;Calle
Ministerio de Seguridad;476;Abril;02:15;Nocturno;Varón;21;15 - 24;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-04-09 00:00:00.000;Ruta Provincial
