BASE ORIGEN;PARTIDO;FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DIA DE LA SEMANA AGRUPADO;Diurno/Nocturno;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO;SEXO DE LA VÍCTIMA;EDAD;EDAD AGRUPADA;TIPO DE VÍCTIMA;VEHÍCULO DE LA VÍCTIMA
Ministerio de Seguridad;609;17/7/2020;Julio;20:00;Viernes;Lunes a Viernes;Nocturno;Sin determinar;Colisión Vehículo / vehículo;Masculino;52;45 - 54  ;Conductor;Camioneta
Ministerio de Seguridad;609;19/12/2020;Diciembre;23:30;Sábado;Fin de semana;Nocturno;Sin determinar;Colisión Vehículo / vehículo;Masculino;34;25 - 34  ;Conductor;Camioneta
Ministerio de Seguridad;483;1/3/2020;Marzo;01:30;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;30;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;483;6/3/2020;Marzo;21:50;Viernes;Lunes a Viernes;Nocturno;Sin determinar;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Bicicleta
Ministerio de Seguridad;119;15/3/2020;Marzo;06:10;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;83;75 y más;Acompañante;Camioneta
Ministerio de Seguridad;778;22/11/2020;Noviembre;22:00;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;778;22/11/2020;Noviembre;22:00;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Automóvil
Ministerio de Seguridad;547;15/3/2020;Marzo;06:00;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;32;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;134;17/3/2020;Marzo;08:10;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;58;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;483;13/5/2020;Mayo;04:40;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;483;16/5/2020;Mayo;06:50;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;854;1/11/2020;Noviembre;00:30;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;21;15 - 24  ;Acompañante;Motocicleta
Ministerio de Seguridad;854;1/11/2020;Noviembre;00:30;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;21;15 - 24  ;Acompañante;Motocicleta
Ministerio de Seguridad;648;8/8/2020;Agosto;19:50;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Femenino;Sin determinar;Sin determinar;Conductor;Bicicleta
Ministerio de Seguridad;280;26/9/2020;Septiembre;22:50;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;16;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;301;12/10/2020;Octubre;16:15;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Camión
Ministerio de Seguridad;483;18/10/2020;Octubre;18:30;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / objeto;Masculino;26;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;648;17/10/2020;Octubre;06:30;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / objeto;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;655;29/2/2020;Febrero;19:30;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;655;29/2/2020;Febrero;19:15;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Masculino;89;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;595;14/2/2020;Febrero;05:10;Viernes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;16;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;595;14/2/2020;Febrero;05:10;Viernes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;644;9/7/2020;Julio;07:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;18;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;854;12/4/2020;Abril;22:40;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;39;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;648;3/8/2020;Agosto;15:00;Lunes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;53;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;420;19/8/2020;Agosto;02:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;644;9/7/2020;Julio;07:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar;Femenino;18;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;868;18/10/2020;Octubre;16:00;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;112;5/12/2020;Diciembre;21:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;41;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;854;13/12/2020;Diciembre;00:30;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;44;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;112;30/12/2020;Diciembre;00:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;36;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;655;24/2/2020;Febrero;16:40;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;60;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;868;18/10/2020;Octubre;16:00;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Femenino;22;15 - 24  ;Acompañante;Motocicleta
Ministerio de Seguridad;791;26/6/2020;Junio;20:00;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;301;4/3/2020;Marzo;20:30;Miércoles;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;54;45 - 54  ;Conductor;Camioneta
Ministerio de Seguridad;217;7/10/2020;Octubre;12:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar;Femenino;51;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;217;6/12/2020;Diciembre;17:00;Domingo;Fin de semana;Diurno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;455;1/1/2020;Enero;00:30;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;049;2/1/2020;Enero;12:50;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Femenino;84;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;595;4/3/2020;Marzo;20:55;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;595;22/4/2020;Abril;19:10;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;61;55 - 64  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;644;9/8/2020;Agosto;12:00;Domingo;Fin de semana;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;48;45 - 54  ;Conductor;Bicicleta
Ministerio de Seguridad;644;14/8/2020;Agosto;20:00;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;65;65 - 74  ;Conductor;Automóvil
Ministerio de Seguridad;280;21/8/2020;Agosto;05:15;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Masculino;27;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;707;4/10/2020;Octubre;16:00;Domingo;Fin de semana;Diurno;Ruta Nacional;Vuelco / despiste;Masculino;48;45 - 54  ;Conductor;Camión
Ministerio de Seguridad;105;29/10/2020;Octubre;16:40;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;18;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;049;6/12/2020;Diciembre;05:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Masculino;49;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;595;11/12/2020;Diciembre;12:00;Viernes;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;55;55 - 64  ;Conductor;Automóvil
Ministerio de Seguridad;105;24/12/2020;Diciembre;19:00;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / objeto;Masculino;17;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;616;7/1/2020;Enero;22:30;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;399;23/1/2020;Enero;15:55;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;29;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;007;27/12/2020;Diciembre;21:10;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;63;55 - 64  ;Ocupante de vehículo (sin especificar);Camión
Ministerio de Seguridad;868;4/1/2020;Enero;20:30;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;48;45 - 54  ;Conductor;Camión
Ministerio de Seguridad;868;16/2/2020;Febrero;06:30;Domingo;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Automóvil
Ministerio de Seguridad;868;23/2/2020;Febrero;16:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Masculino;80;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;868;2/3/2020;Marzo;14:00;Lunes;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar;Masculino;48;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;420;19/5/2020;Mayo;11:40;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;47;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;420;11/7/2020;Julio;05:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;42;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;791;26/6/2020;Junio;20:00;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Pasajero;Colectivo
Ministerio de Seguridad;357;9/11/2020;Noviembre;23:59;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;581;1/8/2020;Agosto;18:30;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;48;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;357;9/11/2020;Noviembre;23:59;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;357;9/11/2020;Noviembre;23:59;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;33;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;420;27/11/2020;Noviembre;06:45;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Masculino;9;5 - 14;Acompañante;Sin especificar vehículo
Ministerio de Seguridad;84;14/3/2020;Marzo;05:20;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;40;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;357;9/11/2020;Noviembre;23:59;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;33;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;357;18/11/2020;Noviembre;10:00;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;27;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;581;18/9/2020;Septiembre;21:00;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Masculino;38;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;203;29/9/2020;Septiembre;10:00;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;21;15 - 24  ;Conductor;Camioneta
Ministerio de Seguridad;448;25/10/2020;Octubre;12:40;Domingo;Fin de semana;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;33;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;672;26/11/2020;Noviembre;17:50;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;17;15 - 24  ;Conductor;Camión
Ministerio de Seguridad;84;9/12/2020;Diciembre;01:00;Miércoles;Lunes a Viernes;Nocturno;Ruta Nacional;Vuelco / despiste;Masculino;38;35 - 44  ;Acompañante;Camioneta
Ministerio de Seguridad;357;17/1/2020;Enero;07:00;Viernes;Lunes a Viernes;Nocturno;Autopista / Autovía;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;357;27/1/2020;Enero;18:20;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / objeto;Masculino;87;75 y más;Conductor;Automóvil
Ministerio de Seguridad;357;23/2/2020;Febrero;16:10;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;56;55 - 64  ;Conductor;Automóvil
Ministerio de Seguridad;357;16/3/2020;Marzo;06:30;Lunes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;22;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;357;25/6/2020;Junio;19:00;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;76;75 y más;Conductor;Motocicleta
Ministerio de Seguridad;280;17/7/2020;Julio;19:00;Viernes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;65;65 - 74  ;Conductor;Bicicleta
Ministerio de Seguridad;203;24/8/2020;Agosto;20:10;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;22;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;056;8/9/2020;Septiembre;10:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar;Femenino;52;45 - 54  ;Conductor;Bicicleta
Ministerio de Seguridad;602;21/9/2020;Septiembre;23:00;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;357;4/10/2020;Octubre;22:05;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;28;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;357;18/11/2020;Noviembre;10:00;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;27;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;056;1/2/2020;Febrero;00:30;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;056;1/2/2020;Febrero;00:30;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;371;14/9/2020;Septiembre;02:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;371;14/9/2020;Septiembre;02:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;22;15 - 24  ;Acompañante;Motocicleta
Ministerio de Seguridad;140;7/2/2020;Febrero;22:35;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;27;25 - 34  ;Acompañante;Motocicleta
Ministerio de Seguridad;518;22/11/2020;Noviembre;20:00;Domingo;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;35;35 - 44  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;357;28/11/2020;Noviembre;19:45;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / persona;Femenino;76;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;357;6/12/2020;Diciembre;22:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;31;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;357;5/12/2020;Diciembre;03:30;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;28;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;357;14/12/2020;Diciembre;02:03;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;581;6/2/2020;Febrero;21:45;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;581;21/7/2020;Julio;03:26;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;27;25 - 34  ;Acompañante;Motocicleta
Ministerio de Seguridad;581;29/10/2020;Octubre;20:00;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;40;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;833;30/1/2020;Enero;19:30;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;5;5 - 14;Peatón;No corresponde (peatón)
Ministerio de Seguridad;833;16/3/2020;Marzo;06:45;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;19;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;203;2/3/2020;Marzo;13:30;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;43;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;203;10/7/2020;Julio;18:50;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;14;5 - 14;Conductor;Bicicleta
Ministerio de Seguridad;056;7/1/2020;Enero;22:15;Martes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Femenino;23;15 - 24  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;056;20/1/2020;Enero;12:15;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;77;75 y más;Conductor;Bicicleta
Ministerio de Seguridad;056;1/2/2020;Febrero;00:45;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;24;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;140;7/2/2020;Febrero;22:35;Viernes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;756;16/8/2020;Agosto;00:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;056;7/3/2020;Marzo;22:55;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Femenino;36;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;056;14/3/2020;Marzo;05:30;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;25;25 - 34  ;Acompañante;Motocicleta
Ministerio de Seguridad;056;10/4/2020;Abril;13:30;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Femenino;33;25 - 34  ;Acompañante;Motocicleta
Ministerio de Seguridad;819;29/4/2020;Abril;05:45;Miércoles;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / persona;Masculino;48;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;056;2/5/2020;Mayo;14:00;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Masculino;31;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;056;16/5/2020;Mayo;06:45;Sábado;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / persona;Masculino;30;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;056;27/5/2020;Mayo;18:30;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;056;4/7/2020;Julio;16:40;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;47;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;602;6/7/2020;Julio;08:20;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;27;25 - 34  ;Conductor;Bicicleta
Ministerio de Seguridad;805;5/9/2020;Septiembre;17:30;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;62;55 - 64  ;Conductor;Bicicleta
Ministerio de Seguridad;756;11/9/2020;Septiembre;19:45;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Femenino;76;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;756;16/8/2020;Agosto;00:00;Domingo;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;31;25 - 34  ;Conductor;Sin especificar vehículo
