Origen de la base;Código de partido (Según INDEC);Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad agrupada;Sexo;Clase de Víctima;Vehículo Víctima;Tipo de Lugar;Modo de Producción del Hecho;
Ministerio de Seguridad;420;15/05/2017;5;14:30;Diurno;45 - 54;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;315;23/07/2017;7;02:50;Nocturno;15 - 24;Mujer;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;315;23/07/2017;7;02:50;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;420;29/07/2017;7;20:30;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;420;27/08/2017;8;19:30;Nocturno;75 y más;Varón;Sin determinar;Sin determinar;Ruta Provincial;Sin determinar;
Ministerio de Seguridad;420;09/11/2017;11;20:30;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;336;06/12/2017;12;15:15;Diurno;75 y más;Mujer;Acompañante;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;644;16/12/2017;12;07:50;Diurno;15 - 24;Mujer;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;042;28/01/2017;1;04:30;Nocturno;25 - 34;Mujer;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;672;20/02/2017;2;04:00;Nocturno;15 - 24;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;042;01/04/2017;4;19:50;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;084;29/04/2017;4;17:30;Diurno;35 - 44;Varón;Conductor;Sin determinar;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;084;03/05/2017;5;22:20;Nocturno;25 - 34;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;084;11/06/2017;6;18:20;Diurno;35 - 44;Varón;Acompañante;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;084;11/06/2017;6;18:20;Diurno;25 - 34;Mujer;Acompañante;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;084;07/08/2017;8;05:15;Nocturno;Sin determinar;Mujer;Acompañante;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;084;07/08/2017;8;05:15;Nocturno;0 - 4;Varón;Acompañante;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;084;07/08/2017;8;05:15;Nocturno;15 - 24;Mujer;Acompañante;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;672;27/08/2017;8;17:30;Diurno;Sin determinar;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;672;27/08/2017;8;17:30;Diurno;25 - 34;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;672;27/08/2017;8;17:30;Diurno;Sin determinar;Mujer;Acompañante;Sin determinar;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;672;27/08/2017;8;17:30;Diurno;Sin determinar;Mujer;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;084;18/09/2017;9;05:35;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;672;24/09/2017;9;05:55;Nocturno;45 - 54;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;042;28/09/2017;9;23:55;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;063;04/01/2017;1;11:20;Diurno;0 - 4;Mujer;Peatón;Peatón;Sin determinar;Colisión vehículo / persona;
Ministerio de Seguridad;357;10/01/2017;1;11:00;Diurno;45 - 54;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;357;26/01/2017;1;05:10;Nocturno;25 - 34;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;357;28/01/2017;1;19:50;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;12/02/2017;2;00:08;Nocturno;25 - 34;Varón;Pasajero;Automóvil;Ruta Provincial;Colisión vehículo / objeto;
Ministerio de Seguridad;357;12/02/2017;2;23:50;Nocturno;5 - 14;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;357;16/02/2017;2;12:00;Diurno;75 y más;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;357;18/03/2017;3;19:00;Diurno;25 - 34;Varón;Conductor;Motocicleta;Sin determinar;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;17/03/2017;3;19:00;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;28/03/2017;3;23:00;Nocturno;15 - 24;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;357;02/05/2017;5;12:15;Diurno;75 y más;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;063;02/05/2017;5;09:45;Diurno;75 y más;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;03/05/2017;5;06:50;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;29/05/2017;5;14:50;Diurno;5 - 14;Mujer;Acompañante;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;04/06/2017;6;14:00;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;05/06/2017;6;03:00;Nocturno;5 - 14;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;357;12/06/2017;6;20:20;Nocturno;35 - 44;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;357;24/06/2017;6;07:50;Diurno;25 - 34;Mujer;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;19/08/2017;8;10:10;Diurno;55 - 64;Mujer;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;280;28/08/2017;8;00:35;Nocturno;55 - 64;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;357;29/08/2017;8;19:50;Nocturno;45 - 54;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;357;23/09/2017;9;03:33;Nocturno;15 - 24;Varón;Conductor;Automóvil;Calle;Vuelco / despiste;
Ministerio de Seguridad;357;21/10/2017;10;01:30;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;09/12/2017;12;05:50;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;03/12/2017;12;19:05;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;05/12/2017;12;22:10;Nocturno;Sin determinar;Varón;Conductor;Sin determinar;Calle;Vuelco / despiste;
Ministerio de Seguridad;357;17/12/2017;12;19:50;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;357;20/12/2017;12;16:50;Diurno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;742;02/02/2017;2;16:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;581;06/06/2017;6;12:00;Diurno;Sin determinar;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;581;21/08/2017;8;18:15;Diurno;65 - 74;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;581;16/09/2017;9;23:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;581;06/10/2017;10;01:15;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;742;03/11/2017;11;20:00;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;833;17/01/2017;1;11:11;Diurno;55 - 64;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;833;02/05/2017;5;15:30;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;833;30/06/2017;6;22:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;833;22/10/2017;10;22:30;Nocturno;15 - 24;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;189;12/11/2017;11;03:00;Nocturno;15 - 24;Varón;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;700;15/01/2017;1;07:00;Nocturno;25 - 34;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;700;15/01/2017;1;07:00;Nocturno;15 - 24;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;700;15/01/2017;1;07:00;Nocturno;15 - 24;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;700;15/01/2017;1;07:00;Nocturno;45 - 54;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;196;30/01/2017;1;04:05;Nocturno;15 - 24;Varón;Sin determinar;Camioneta;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;322;22/02/2017;2;20:40;Nocturno;65 - 74;Mujer;Conductor;Bicicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;196;18/03/2017;3;17:00;Diurno;15 - 24;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;196;03/05/2017;5;17:00;Diurno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;196;04/05/2017;5;21:30;Nocturno;35 - 44;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;700;27/06/2017;6;02:00;Nocturno;25 - 34;Varón;Conductor;Camión;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;203;15/07/2017;7;05:00;Nocturno;25 - 34;Varón;Acompañante;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;203;23/09/2017;9;21:00;Nocturno;55 - 64;Mujer;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;651;05/10/2017;10;00:10;Nocturno;15 - 24;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;196;25/10/2017;10;00:05;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;651;27/10/2017;10;09:00;Diurno;45 - 54;Mujer;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;203;29/12/2017;12;20:00;Nocturno;55 - 64;Varón;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;056;01/01/2017;1;01:40;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;21/01/2017;1;11:30;Diurno;25 - 34;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;875;21/01/2017;1;03:30;Nocturno;35 - 44;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;875;22/01/2017;1;17:45;Diurno;15 - 24;Varón;Acompañante;Automóvil;Sin determinar;Vuelco / despiste;
Ministerio de Seguridad;819;19/02/2017;2;20:05;Nocturno;5 - 14;Varón;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;26/02/2017;2;10:45;Diurno;35 - 44;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;26/02/2017;2;10:45;Diurno;5 - 14;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;875;24/03/2017;3;20:10;Nocturno;Sin determinar;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;602;24/03/2017;3;19:10;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;01/04/2017;4;11:40;Diurno;75 y más;Varón;Conductor;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;056;07/04/2017;4;12:30;Diurno;45 - 54;Varón;Conductor;Sin determinar;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;07/04/2017;4;12:30;Diurno;15 - 24;Varón;Conductor;Sin determinar;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;602;11/04/2017;4;00:30;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;056;05/05/2017;5;21:20;Nocturno;0 - 4;Varón;Acompañante;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;05/05/2017;5;21:20;Nocturno;25 - 34;Varón;Acompañante;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;819;31/05/2017;5;12:00;Diurno;45 - 54;Varón;Conductor;Bicicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;875;03/06/2017;6;05:05;Nocturno;25 - 34;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;602;06/06/2017;6;00:00;Nocturno;25 - 34;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;056;18/08/2017;8;06:40;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;056;22/08/2017;8;06:00;Nocturno;55 - 64;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;182;09/10/2017;10;12:50;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;12/10/2017;10;02:45;Nocturno;25 - 34;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;875;29/10/2017;10;05:45;Nocturno;15 - 24;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;28/10/2017;10;09:20;Diurno;75 y más;Mujer;Sin determinar;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;819;07/11/2017;11;14:10;Diurno;45 - 54;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;056;14/11/2017;11;15:07;Diurno;25 - 34;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;056;05/12/2017;12;22:30;Nocturno;45 - 54;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;05/12/2017;12;22:30;Nocturno;15 - 24;Mujer;Sin determinar;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;05/12/2017;12;22:30;Nocturno;15 - 24;Varón;Sin determinar;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;056;05/12/2017;12;22:30;Nocturno;15 - 24;Varón;Sin determinar;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;875;08/12/2017;12;07:55;Diurno;25 - 34;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;602;14/12/2017;12;18:00;Diurno;55 - 64;Varón;Conductor;Camioneta;Calle;Vuelco / despiste;
Ministerio de Seguridad;056;22/12/2017;12;01:50;Nocturno;25 - 34;Mujer;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;875;23/12/2017;12;06:45;Nocturno;25 - 34;Varón;Peatón;Peatón;Ruta Nacional;Colisión vehículo / persona;
Ministerio de Seguridad;056;24/12/2017;12;04:10;Nocturno;55 - 64;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;875;26/12/2017;12;08:00;Diurno;25 - 34;Mujer;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;553;31/12/2017;12;11:11;Diurno;15 - 24;Varón;Conductor;Otro;Sin determinar;Vuelco / despiste;
Ministerio de Seguridad;735;06/01/2017;1;21:50;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;140;17/04/2017;4;20:50;Nocturno;55 - 64;Varón;Conductor;Bicicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;735;29/04/2017;4;20:30;Nocturno;25 - 34;Mujer;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;735;01/05/2017;5;19:10;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;161;07/06/2017;6;16:50;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;161;18/06/2017;6;09:00;Diurno;15 - 24;Varón;Acompañante;Sin determinar;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;735;15/07/2017;7;16:00;Diurno;Sin determinar;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;735;24/08/2017;8;10:30;Diurno;35 - 44;Varón;Conductor;Camión;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;161;16/09/2017;9;22:30;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;266;24/09/2017;9;15:10;Diurno;25 - 34;Mujer;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;735;30/10/2017;10;06:25;Nocturno;Sin determinar;Varón;Conductor;Camión;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;266;11/11/2017;11;23:30;Nocturno;Sin determinar;Mujer;Acompañante;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;266;11/11/2017;11;23:30;Nocturno;25 - 34;Mujer;Acompañante;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;140;12/11/2017;11;01:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;266;24/11/2017;11;15:50;Diurno;45 - 54;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;161;26/11/2017;11;11:00;Diurno;55 - 64;Varón;Conductor;Camioneta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;266;06/12/2017;12;05:35;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;266;25/12/2017;12;20:30;Nocturno;45 - 54;Mujer;Conductor;Motocicleta;Ruta Nacional;Vuelco / despiste;
Ministerio de Seguridad;161;26/12/2017;12;12:20;Diurno;65 - 74;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;140;31/12/2017;12;04:15;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;805;10/01/2017;1;20:35;Nocturno;Sin determinar;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;861;20/01/2017;1;06:30;Nocturno;55 - 64;Mujer;Conductor;Automóvil;Autopista Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;749;12/02/2017;2;04:20;Nocturno;45 - 54;Mujer;Acompañante;Motocicleta;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;749;18/02/2017;2;18:30;Diurno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;749;18/02/2017;2;18:30;Diurno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;756;02/03/2017;3;21:30;Nocturno;15 - 24;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;756;10/03/2017;3;20:30;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;756;18/03/2017;3;23:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Autopista Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;756;02/04/2017;4;00:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;756;06/04/2017;4;20:00;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Autopista Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;805;22/04/2017;4;06:00;Nocturno;25 - 34;Mujer;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;805;05/05/2017;5;07:30;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;861;11/05/2017;5;12:30;Diurno;35 - 44;Varón;Conductor;Motocicleta;Autopista Nacional;Colisión vehículo / vehículo;
